"","username","my_watched_episodes","total_count","greater_than_eq_3_count","percentage","category"
"25446","Kawaii-Yandere",3,4,2,0.5,5
"25447","KawaiiAeon",2.5,10,5,0.5,5
"25448","KaWaiiBD",2,5,2,0.4,4
"25449","KawaiiBerrii",5,8,5,0.625,7
"25450","kawaiiboy4",3,41,24,0.585365853658537,6
"25451","kawaiibunny3",1,33,9,0.272727272727273,3
"25452","kawaiical",5,3,2,0.666666666666667,7
"25453","kawaiichuunichan",4,7,7,1,10
"25454","KawaiiCrocodile",2,7,2,0.285714285714286,3
"25455","KawaiiEden",3,12,7,0.583333333333333,6
"25456","kawaiifleshbag",7,2,2,1,10
"25457","KawaiiKate",3,11,6,0.545454545454545,6
"25458","KawaiiKayaChan",1.5,2,0,0,1
"25459","KawaiiKitsune93",5,1,1,1,10
"25460","KawaiiKitti",3,3,2,0.666666666666667,7
"25461","KawaiiLilBunny",3,23,13,0.565217391304348,6
"25462","KawaiiLolita",1.5,4,1,0.25,3
"25463","Kawaiimikichan2",3,2,2,1,10
"25464","KawaiiMoon",2,6,2,0.333333333333333,4
"25465","KawaiiNeko",2,36,12,0.333333333333333,4
"25466","kawaiinekolover",5,5,4,0.8,8
"25467","KawaiiObsessive",2,1,0,0,1
"25468","KawaiiOhime",4,1,1,1,10
"25469","kawaiiOtaku",18,2,2,1,10
"25470","kawaiiprods",3,19,10,0.526315789473684,6
"25471","KawaiiSabina",4,3,2,0.666666666666667,7
"25472","kawaiisakura05",2,10,4,0.4,4
"25473","KawaiiSenpai99",6,3,3,1,10
"25474","KawaiiSienta",4,1,1,1,10
"25475","KawaiiSlowpoke",4,18,15,0.833333333333333,9
"25476","KawaiiSwag420",5,2,2,1,10
"25477","KawaiiWaifu420",2,1,0,0,1
"25478","kawaiiX3haruhi",2,3,1,0.333333333333333,4
"25479","KawaiiYoru",15,1,1,1,10
"25480","KawaiiYuki",1,2,0,0,1
"25481","kawainohara",1.5,2,0,0,1
"25482","Kawaiphantomhive",2,3,1,0.333333333333333,4
"25483","KawaiSerenity",6,3,3,1,10
"25484","kawajka",2,82,33,0.402439024390244,5
"25485","Kawakumi",4,6,4,0.666666666666667,7
"25486","Kawaru",3,6,4,0.666666666666667,7
"25487","Kawaru86",5,11,9,0.818181818181818,9
"25488","kawasaurus",5,8,8,1,10
"25489","Kawashima",5,3,3,1,10
"25490","Kawashoku",3,1,1,1,10
"25491","kawenny",15,2,2,1,10
"25492","kawesaki",3,3,2,0.666666666666667,7
"25493","Kawii_kiki",5,3,3,1,10
"25494","KaworuBlaze",3,51,30,0.588235294117647,6
"25495","Kawoshin",3,6,4,0.666666666666667,7
"25496","kawowl",10,1,1,1,10
"25497","kawpie",4.5,18,14,0.777777777777778,8
"25498","Kawwwa",4,22,20,0.909090909090909,10
"25499","KaxyOP",2,7,3,0.428571428571429,5
"25500","Kay06",2,21,10,0.476190476190476,5
"25501","kay807",1,4,1,0.25,3
"25502","Kayahx",3,2,1,0.5,5
"25503","Kayaki",13,2,2,1,10
"25504","kayano",1,6,2,0.333333333333333,4
"25505","kaybleiber",5,3,3,1,10
"25506","KayChan4U",2.5,2,1,0.5,5
"25507","Kaye",2,13,3,0.230769230769231,3
"25508","kaye_louisaito",2,1,0,0,1
"25509","kayer",1,8,2,0.25,3
"25510","Kayero",7,1,1,1,10
"25511","Kaygal",2,16,7,0.4375,5
"25512","Kayhro",2.5,8,4,0.5,5
"25513","kaykateri",8.5,4,2,0.5,5
"25514","Kaykee",3,37,24,0.648648648648649,7
"25515","kaykenner54",4.5,2,2,1,10
"25516","Kayla_Chan",3,1,1,1,10
"25517","kayla_eklund",1,14,4,0.285714285714286,3
"25518","Kayla_Renee0131",5,3,3,1,10
"25519","Kaylaine-San",1,1,0,0,1
"25520","Kaylanna",5,4,3,0.75,8
"25521","kaylardlas",2.5,28,14,0.5,5
"25522","KayleeTeamSkull",12,1,1,1,10
"25523","Kayleigh90",3.5,2,1,0.5,5
"25524","Kaylor153",5,2,1,0.5,5
"25525","Kayne117",3,4,2,0.5,5
"25526","Kayochin_Is_Best",2,1,0,0,1
"25527","kayof",4.5,8,7,0.875,9
"25528","Kayoro",9,4,4,1,10
"25529","KayoticDevoid",2.5,2,1,0.5,5
"25530","Kaypham",1,92,18,0.195652173913043,2
"25531","Kayrabaka",12,76,65,0.855263157894737,9
"25532","KayrabCebll",2,1,0,0,1
"25533","Kayrol1990",3,24,14,0.583333333333333,6
"25534","Kaysabb",5,1,1,1,10
"25535","kayserlein",5,75,56,0.746666666666667,8
"25536","Kayshin",2,85,36,0.423529411764706,5
"25537","kaytuhkoo",4,13,9,0.692307692307692,7
"25538","kayycakes",3.5,4,3,0.75,8
"25539","kayyim",2,9,3,0.333333333333333,4
"25540","kayyylerbbb",2,19,6,0.315789473684211,4
"25541","Kaz",6,16,16,1,10
"25542","kaz_77",2,10,4,0.4,4
"25543","kaZ_9",2,32,14,0.4375,5
"25544","Kaz3320",4.5,8,6,0.75,8
"25545","Kaz64",11,3,3,1,10
"25546","KazahayaHiroshi",2,10,4,0.4,4
"25547","kazahayakudou",5.5,6,6,1,10
"25548","Kazamafox",6.5,2,1,0.5,5
"25549","kazami_mizuho",2.5,2,1,0.5,5
"25550","Kazamii_Yuuji",3,1,1,1,10
"25551","KazamiShu",3.5,12,9,0.75,8
"25552","Kazandravk",3,8,5,0.625,7
"25553","Kazandu",1,2,0,0,1
"25554","Kazataro",3,15,10,0.666666666666667,7
"25555","kazberrykrunch",2,3,0,0,1
"25556","Kazcyporab",5,13,12,0.923076923076923,10
"25557","Kaze_K",11,1,1,1,10
"25558","Kaze_no_Hime",9,2,2,1,10
"25559","kaze_no_uta",5.5,6,5,0.833333333333333,9
"25560","Kazecchi",4,12,10,0.833333333333333,9
"25561","KazecchiXD",1,5,2,0.4,4
"25562","Kazeeeee",5,43,32,0.744186046511628,8
"25563","KazeFalcon",1,8,0,0,1
"25564","KazeFuu",1.5,4,1,0.25,3
"25565","kazeha_kamito",4.5,6,6,1,10
"25566","kAzeio",3,20,15,0.75,8
"25567","kazeism19",6,3,3,1,10
"25568","Kazekage_Gaara",5,6,5,0.833333333333333,9
"25569","kazekage121",3.5,6,3,0.5,5
"25570","kazekami",2,19,8,0.421052631578947,5
"25571","Kazeki",2,70,30,0.428571428571429,5
"25572","Kazekyuu",4,5,5,1,10
"25573","Kazemaru",2,3,1,0.333333333333333,4
"25574","KazeMinisaki",1,5,0,0,1
"25575","KazeMirokumaru",2,1,0,0,1
"25576","Kazenary",2,25,7,0.28,3
"25577","Kazenn",2,14,5,0.357142857142857,4
"25578","KazeNoKoe",10.5,2,2,1,10
"25579","Kazeshi",1,13,4,0.307692307692308,4
"25580","Kazeshini",3,1,1,1,10
"25581","Kazeshinrin",2,2,1,0.5,5
"25582","KazeTheRaven",1,17,4,0.235294117647059,3
"25583","kazeumi",14,1,1,1,10
"25584","Kazewind",12,1,1,1,10
"25585","KazeWindKW",4,6,4,0.666666666666667,7
"25586","Kazeyomi",5,11,8,0.727272727272727,8
"25587","KazeYuki",1,1,0,0,1
"25588","kazeyuuki",4,5,5,1,10
"25589","Kazia0002",2,11,4,0.363636363636364,4
"25590","kazibo",3,31,18,0.580645161290323,6
"25591","Kazimir01",2,38,13,0.342105263157895,4
"25592","Kazio",8,3,2,0.666666666666667,7
"25593","Kazk",3,1,1,1,10
"25594","kazley",3,11,6,0.545454545454545,6
"25595","Kazmiru",6,1,1,1,10
"25596","kazmiz01",2,7,3,0.428571428571429,5
"25597","Kazmo",9.5,2,2,1,10
"25598","kaztar",1,12,2,0.166666666666667,2
"25599","Kazu-nyah",1,3,0,0,1
"25600","kazu0-kiriyama",2,4,2,0.5,5
"25601","Kazu0193",1,7,2,0.285714285714286,3
"25602","Kazu6202",3,17,11,0.647058823529412,7
"25603","kazua92",10,1,1,1,10
"25604","Kazuar",2,8,1,0.125,2
"25605","KazuCrash",2,8,2,0.25,3
"25606","KazuhaVinland",5,1,1,1,10
"25607","kazuhiko",5,6,5,0.833333333333333,9
"25608","kazuhiko_sanada",1,1,0,0,1
"25609","Kazuhira1369",3,18,9,0.5,5
"25610","kazukazzu",3,6,4,0.666666666666667,7
"25611","Kazuki06",5,3,2,0.666666666666667,7
"25612","kazuki115",4.5,8,7,0.875,9
"25613","KazukiHakkai",1,1,0,0,1
"25614","kazuma-sama",4,23,18,0.782608695652174,8
"25615","Kazuma-senpai",4,17,14,0.823529411764706,9
"25616","Kazuma96",2.5,4,2,0.5,5
"25617","KazumaKaze",2,3,1,0.333333333333333,4
"25618","KazumaVi",2,6,2,0.333333333333333,4
"25619","KazumaYfan",4,6,3,0.5,5
"25620","kazumitakashi",8,1,1,1,10
"25621","Kazune",1,1,0,0,1
"25622","KazuraX",2,1,0,0,1
"25623","KazuroWeisemann",3.5,16,10,0.625,7
"25624","Kazusa",4,3,2,0.666666666666667,7
"25625","Kazuunee",2,7,2,0.285714285714286,3
"25626","Kazuya_",1,11,2,0.181818181818182,2
"25627","Kazuyasan",1,1,0,0,1
"25628","kazz",2,5,2,0.4,4
"25629","kazzuo",2,1,0,0,1
"25630","KB14699",2,17,7,0.411764705882353,5
"25631","kb9wzd",3,2,2,1,10
"25632","Kbean25",6,9,9,1,10
"25633","kbknigon",2,19,7,0.368421052631579,4
"25634","Kby_",4,26,20,0.769230769230769,8
"25635","kbza03x",5,10,9,0.9,9
"25636","kc_alex2",4,4,3,0.75,8
"25637","kc22",2,1,0,0,1
"25638","KC7247",5.5,4,3,0.75,8
"25639","Kcajakon",1.5,114,33,0.289473684210526,3
"25640","Kcazer",3,63,32,0.507936507936508,6
"25641","kch33",1,1,0,0,1
"25642","KChallen",4,20,13,0.65,7
"25643","kcirtap1423",2,9,4,0.444444444444444,5
"25644","KckMe27",2,7,2,0.285714285714286,3
"25645","kcnma",2,3,1,0.333333333333333,4
"25646","KCNOOB",4,1,1,1,10
"25647","KCNtiger",3.5,2,2,1,10
"25648","kd100",3,2,1,0.5,5
"25649","Kdanni",3,14,9,0.642857142857143,7
"25650","kdgmr",3.5,2,1,0.5,5
"25651","KDK",1,2,0,0,1
"25652","Ke9",3.5,16,11,0.6875,7
"25653","keahi",3,1,1,1,10
"25654","Keana",1.5,4,0,0,1
"25655","keanuvan92",7.5,2,2,1,10
"25656","Keats",3.5,2,2,1,10
"25657","Keb",3,1,1,1,10
"25658","Keberatan",8,1,1,1,10
"25659","Kebiin",7.5,4,4,1,10
"25660","keboboy11",1,3,1,0.333333333333333,4
"25661","Kecchan",1,1,0,0,1
"25662","KecHik445",1.5,2,0,0,1
"25663","kedamono",1,1,0,0,1
"25664","kedron",3,37,25,0.675675675675676,7
"25665","kee_sama",2,17,8,0.470588235294118,5
"25666","Keeb",3,1,1,1,10
"25667","keeganlynn",2,6,2,0.333333333333333,4
"25668","keelanbleu",5,3,3,1,10
"25669","keemo7",2.5,10,5,0.5,5
"25670","keena",4,1,1,1,10
"25671","keenan021",10.5,8,8,1,10
"25672","Keenesleyar",2,33,12,0.363636363636364,4
"25673","KeePach",6,1,1,1,10
"25674","keeper",3,59,37,0.627118644067797,7
"25675","keesuz",2,52,22,0.423076923076923,5
"25676","keet",5,1,1,1,10
"25677","Keetoxx",3.5,4,2,0.5,5
"25678","Keewb",2,3,1,0.333333333333333,4
"25679","kef",4,67,49,0.73134328358209,8
"25680","KeFFka",3,1,1,1,10
"25681","Kefilino",1.5,2,0,0,1
"25682","Kefka",3,1,1,1,10
"25683","kefkas_big_sis",3,1,1,1,10
"25684","Kefss",3.5,46,26,0.565217391304348,6
"25685","kegz3d",2.5,10,5,0.5,5
"25686","Kei-",5,1,1,1,10
"25687","Kei-Kun808",2.5,6,3,0.5,5
"25688","Kei101",2,4,1,0.25,3
"25689","Kei34",2,9,4,0.444444444444444,5
"25690","kei78",2,1,0,0,1
"25691","Keichi-chan",2.5,24,12,0.5,5
"25692","keichia",2,5,2,0.4,4
"25693","keicross",6,3,3,1,10
"25694","keideki",5,46,30,0.652173913043478,7
"25695","KeigoAtobe007",5,3,2,0.666666666666667,7
"25696","KeigoLD",2,1,0,0,1
"25697","Keii",2.5,38,19,0.5,5
"25698","keiichan",4.5,30,22,0.733333333333333,8
"25699","Keiichi_",2.5,20,10,0.5,5
"25700","Keiichi222",3,14,10,0.714285714285714,8
"25701","Keiichi66",1,1,0,0,1
"25702","Keiichi82",2,1,0,0,1
"25703","KeiichiIzumi",5.5,4,3,0.75,8
"25704","KeiichiroNL",2,4,1,0.25,3
"25705","keiina",6,13,10,0.769230769230769,8
"25706","keiinyaoiland",5.5,2,2,1,10
"25707","Keiji",2,1,0,0,1
"25708","keijimaeda",9.5,2,2,1,10
"25709","Keijo",5,9,9,1,10
"25710","keijumestari",3.5,12,7,0.583333333333333,6
"25711","Keika69",5,3,2,0.666666666666667,7
"25712","keikanna44",1,62,11,0.17741935483871,2
"25713","Keiko_Izumi",3,1,1,1,10
"25714","keikoalvita",2,1,0,0,1
"25715","keikoishiga",3,1,1,1,10
"25716","KeikoKanzaki",2.5,2,1,0.5,5
"25717","keikomushi",15,1,1,1,10
"25718","Keikun",1,19,4,0.210526315789474,3
"25719","keikyo142",2,1,0,0,1
"25720","Keimmanuel",3,41,28,0.682926829268293,7
"25721","keine-ewigkeit",4,1,1,1,10
"25722","KeiNiwa",1,1,0,0,1
"25723","Keinx",1,2,0,0,1
"25724","Keiokochan",2,5,2,0.4,4
"25725","keirissa",7.5,4,4,1,10
"25726","Keise-chan",13,1,1,1,10
"25727","keisecretxx",5,5,4,0.8,8
"25728","KeishinN",3,5,4,0.8,8
"25729","Keistas",1,1,0,0,1
"25730","Keita00",4,9,5,0.555555555555556,6
"25731","Keita2014",4,5,4,0.8,8
"25732","Keitaro004",3.5,6,3,0.5,5
"25733","KeitarohxDDD",1,55,5,0.0909090909090909,1
"25734","keithadr",5.5,2,2,1,10
"25735","keitiii",5,3,3,1,10
"25736","Keito-tan",3,1,1,1,10
"25737","KeitoKage",1,1,0,0,1
"25738","Keitoran",3,9,6,0.666666666666667,7
"25739","keiwastaken",2,8,2,0.25,3
"25740","Keix",5.5,2,2,1,10
"25741","keiy",3,10,6,0.6,6
"25742","keiyaku_",1,2,0,0,1
"25743","Keiyori",1,3,1,0.333333333333333,4
"25744","Kejmur",15,1,1,1,10
"25745","kejos",4,13,9,0.692307692307692,7
"25746","Kejya",1,17,8,0.470588235294118,5
"25747","keke094",2.5,2,1,0.5,5
"25748","kekfrosting",2.5,10,5,0.5,5
"25749","KEKLER",1,22,2,0.0909090909090909,1
"25750","Kekschaos",3.5,6,5,0.833333333333333,9
"25751","Kel-Thuzad",1,1,0,0,1
"25752","Kelaihc",1,13,3,0.230769230769231,3
"25753","kelakagandy",5,22,16,0.727272727272727,8
"25754","Kelda009",2.5,12,6,0.5,5
"25755","KeldonSlayer",3,7,5,0.714285714285714,8
"25756","kelest",6.5,14,12,0.857142857142857,9
"25757","Kelev",12,1,1,1,10
"25758","Keliose",6,1,1,1,10
"25759","KeljarMoatis",4.5,4,4,1,10
"25760","kelken",3,5,3,0.6,6
"25761","Kellanved",7,2,2,1,10
"25762","Kellsey91",7.5,2,2,1,10
"25763","Kellsjells",4,6,4,0.666666666666667,7
"25764","kellybanana",3,1,1,1,10
"25765","KellyDaiane",4.5,2,2,1,10
"25766","KellyMoons",3,4,3,0.75,8
"25767","kelomol",4,9,7,0.777777777777778,8
"25768","kelonya",6,16,14,0.875,9
"25769","keloy",11,1,1,1,10
"25770","kelpiechan",1,7,3,0.428571428571429,5
"25771","Kels",5,15,14,0.933333333333333,10
"25772","KelseyAtlantis",4.5,2,1,0.5,5
"25773","kelso1",3,2,2,1,10
"25774","Keltar",4.5,6,5,0.833333333333333,9
"25775","Keltius",3.5,2,2,1,10
"25776","keltoi",1,21,3,0.142857142857143,2
"25777","kelvin_bline",4,2,1,0.5,5
"25778","Kelvin_Machado",2,19,8,0.421052631578947,5
"25779","Kelvin1234567",6,19,16,0.842105263157895,9
"25780","Kelyscarlet",3,17,12,0.705882352941177,8
"25781","Kemblee",2,3,1,0.333333333333333,4
"25782","Kemi",3,19,10,0.526315789473684,6
"25783","Kemiwa",1,23,8,0.347826086956522,4
"25784","Kemofly",5,2,2,1,10
"25785","Kempher",5,1,1,1,10
"25786","Kemuri",5,4,4,1,10
"25787","Ken_Kitamura",4,1,1,1,10
"25788","ken-chan0427",2,97,47,0.484536082474227,5
"25789","Ken-chan1994",5,9,7,0.777777777777778,8
"25790","Ken-Li-582",3,1,1,1,10
"25791","ken127",1.5,8,3,0.375,4
"25792","Ken34",2,17,8,0.470588235294118,5
"25793","Kenaya",5.5,2,1,0.5,5
"25794","kenbo",5.5,14,10,0.714285714285714,8
"25795","kenchan",2,4,1,0.25,3
"25796","Kenchan92",4,10,7,0.7,7
"25797","kenderes",1,1,0,0,1
"25798","kendil246",4.5,16,13,0.8125,9
"25799","kendolli",2.5,10,5,0.5,5
"25800","kenegda",10,3,3,1,10
"25801","Kengimonogatari",1,95,18,0.189473684210526,2
"25802","Kengley",4,28,20,0.714285714285714,8
"25803","kengru",3,3,2,0.666666666666667,7
"25804","kenikki",4,9,8,0.888888888888889,9
"25805","Kenius",1,17,7,0.411764705882353,5
"25806","Kenji_Kun",1,3,1,0.333333333333333,4
"25807","Kenji-Ichikawa",3.5,18,11,0.611111111111111,7
"25808","kenji-kido",5.5,18,17,0.944444444444444,10
"25809","Kenji06",4,49,32,0.653061224489796,7
"25810","Kenji12",2,3,1,0.333333333333333,4
"25811","KenjiEinzbern",4,10,6,0.6,6
"25812","KenjiHasegawa",8,1,1,1,10
"25813","KenjiHateme",4,23,20,0.869565217391304,9
"25814","KenjiKinamoto",3,1,1,1,10
"25815","KenjiLantier",3.5,12,9,0.75,8
"25816","kenjinsakura",7,1,1,1,10
"25817","KenjiX",6.5,2,2,1,10
"25818","Kenju",1,3,0,0,1
"25819","kenkai",4,11,7,0.636363636363636,7
"25820","KenkaiSenpai",2,19,8,0.421052631578947,5
"25821","kenkenchan",6,13,11,0.846153846153846,9
"25822","kenma-",1,1,0,0,1
"25823","kenmasbxtch",4,2,1,0.5,5
"25824","kenmei",4,6,4,0.666666666666667,7
"25825","Kenmeiko",5,5,4,0.8,8
"25826","Kenn",6,15,15,1,10
"25827","Kenna_Pyralis",5.5,14,11,0.785714285714286,8
"25828","kennchann26",5,15,14,0.933333333333333,10
"25829","Kenneett",1.5,2,0,0,1
"25830","kenneh",2,126,27,0.214285714285714,3
"25831","Kenneli",4,33,19,0.575757575757576,6
"25832","Kenneth028",2,26,11,0.423076923076923,5
"25833","Kennethernst",1,1,0,0,1
"25834","kennethmusicman",3,1,1,1,10
"25835","KenneX",1,1,0,0,1
"25836","Kennit",5,12,11,0.916666666666667,10
"25837","KennJAnime",3,4,3,0.75,8
"25838","kenny35",5,22,15,0.681818181818182,7
"25839","Kenny41",4,12,8,0.666666666666667,7
"25840","KeNnYBeZS",6,5,5,1,10
"25841","kennychu",1,4,0,0,1
"25842","kennyk",8,1,1,1,10
"25843","kennymeny",4,1,1,1,10
"25844","KennyTheKiller",4,4,3,0.75,8
"25845","Kenobi",1,8,1,0.125,2
"25846","kenonm",4,13,12,0.923076923076923,10
"25847","Kenora_Nayoshi",1,9,2,0.222222222222222,3
"25848","Kenpachi_Sensei",2,19,8,0.421052631578947,5
"25849","KenpachiNoPein",5,20,15,0.75,8
"25850","kenpachiz1911",2,17,8,0.470588235294118,5
"25851","Kenpachy",4.5,2,2,1,10
"25852","kenren",2,5,2,0.4,4
"25853","Kenrokuen",2,9,3,0.333333333333333,4
"25854","Kenrou",5,5,4,0.8,8
"25855","Kensai-Serazu",1,2,0,0,1
"25856","kensey",2,3,1,0.333333333333333,4
"25857","Kenshiin",3,12,6,0.5,5
"25858","Kenshin_H",3,11,8,0.727272727272727,8
"25859","Kenshina",3,4,3,0.75,8
"25860","Kenshinbr",12,1,1,1,10
"25861","Kenshira",2,6,1,0.166666666666667,2
"25862","Kenshirou",5,1,1,1,10
"25863","kenshisk",8,4,4,1,10
"25864","Kensike",1,1,0,0,1
"25865","Kenta",5.5,2,1,0.5,5
"25866","kenta21",3,15,8,0.533333333333333,6
"25867","Kentaku",8,3,3,1,10
"25868","Kentama",3,14,12,0.857142857142857,9
"25869","Kentaro",3,2,1,0.5,5
"25870","Kentaru",1,5,2,0.4,4
"25871","kentaur",1,5,2,0.4,4
"25872","kentick",4,13,8,0.615384615384615,7
"25873","KentMyBaby",3,11,6,0.545454545454545,6
"25874","Kento23",4,23,19,0.826086956521739,9
"25875","Kentri",2,1,0,0,1
"25876","kenzeta",16,1,1,1,10
"25877","Kenzoku",1,39,9,0.230769230769231,3
"25878","Kenzoll-San",2,5,1,0.2,2
"25879","KenzoNav",2,3,1,0.333333333333333,4
"25880","kenzou_mayama",9,1,1,1,10
"25881","Keo_",2,5,2,0.4,4
"25882","Keodara",3,66,43,0.651515151515151,7
"25883","Keogh",2,4,2,0.5,5
"25884","keol",2,5,2,0.4,4
"25885","keonesan",3.5,6,5,0.833333333333333,9
"25886","KeOpS",3,62,33,0.532258064516129,6
"25887","kepik",3,4,3,0.75,8
"25888","KepiOfAgape",4,13,9,0.692307692307692,7
"25889","keplar",3.5,2,1,0.5,5
"25890","kepo",6,9,9,1,10
"25891","kepo44ka",5,8,6,0.75,8
"25892","Ker2",5.5,4,3,0.75,8
"25893","keragamming",2,98,40,0.408163265306122,5
"25894","keratining",4.5,6,5,0.833333333333333,9
"25895","KeraVX",5,5,4,0.8,8
"25896","Kerbeos",5,2,2,1,10
"25897","kereealazer",4,4,3,0.75,8
"25898","KerelDeFour",2,39,18,0.461538461538462,5
"25899","Keris",4,37,26,0.702702702702703,8
"25900","kerixse",8,2,2,1,10
"25901","kerk12",4.5,8,8,1,10
"25902","kerless2",2,11,5,0.454545454545455,5
"25903","kermax",2,4,1,0.25,3
"25904","Kermitt",5.5,4,3,0.75,8
"25905","kermouh",3,15,10,0.666666666666667,7
"25906","Kernzy",5,6,6,1,10
"25907","Kero_Chan",2,8,3,0.375,4
"25908","kero-chan",5,5,3,0.6,6
"25909","kero-kero-cola",6,9,5,0.555555555555556,6
"25910","Keroberus2",2,5,0,0,1
"25911","KeroFaria",2,7,3,0.428571428571429,5
"25912","Kerohime",5.5,20,15,0.75,8
"25913","Keroron",5,3,2,0.666666666666667,7
"25914","keroshank",3,1,1,1,10
"25915","Kerppari",4,2,1,0.5,5
"25916","kerrynutz",3,4,2,0.5,5
"25917","Kershpleiter",5,1,1,1,10
"25918","Keruza",1.5,20,5,0.25,3
"25919","kervod",2,44,16,0.363636363636364,4
"25920","Keryto",1,3,1,0.333333333333333,4
"25921","kerzack",8,1,1,1,10
"25922","Kesaile",5,3,3,1,10
"25923","kesang",1.5,6,2,0.333333333333333,4
"25924","Keshily",3,3,2,0.666666666666667,7
"25925","keshkesh",2,1,0,0,1
"25926","keshyr",2.5,2,1,0.5,5
"25927","kesik93",3.5,4,4,1,10
"25928","keslah",1.5,4,1,0.25,3
"25929","Kessenzu",2,17,7,0.411764705882353,5
"25930","Kessi",2,31,10,0.32258064516129,4
"25931","Kestrel",5.5,2,2,1,10
"25932","Keta",1.5,4,1,0.25,3
"25933","ketaro89",4,7,6,0.857142857142857,9
"25934","Ketchup_returns",4,9,8,0.888888888888889,9
"25935","Ketchup111",3.5,4,3,0.75,8
"25936","ketelhuth",2.5,40,20,0.5,5
"25937","Kethryes",4,1,1,1,10
"25938","Kethsar",5,20,15,0.75,8
"25939","ketkuttaja",2,11,4,0.363636363636364,4
"25940","Ketman",12,5,4,0.8,8
"25941","ketoth12",4,5,4,0.8,8
"25942","ketric",4,1,1,1,10
"25943","Ketsu-Senpai",2,83,39,0.469879518072289,5
"25944","Ketsura",4,17,12,0.705882352941177,8
"25945","Ketsuwan",3,9,6,0.666666666666667,7
"25946","Ketto",7,1,1,1,10
"25947","KettoxKun9",5.5,2,2,1,10
"25948","Ketty",7.5,4,3,0.75,8
"25949","Ketuekigami",2,33,13,0.393939393939394,4
"25950","keturahk",13,7,7,1,10
"25951","Kev-bot",4,3,2,0.666666666666667,7
"25952","Kev9",4,3,3,1,10
"25953","KevChinois",3,5,3,0.6,6
"25954","Kevil",3,13,8,0.615384615384615,7
"25955","Kevin_1994",6,9,7,0.777777777777778,8
"25956","kevin_video",2,35,14,0.4,4
"25957","Kevin24",6,16,13,0.8125,9
"25958","kevin5120",1,1,0,0,1
"25959","kevin533",2,2,0,0,1
"25960","kevinajat",1.5,16,6,0.375,4
"25961","Kevinity",2,3,1,0.333333333333333,4
"25962","KevinJKing",4,2,2,1,10
"25963","kevinkev1337",2,13,6,0.461538461538462,5
"25964","KevinNyaa",3,3,2,0.666666666666667,7
"25965","Kevino07",2.5,6,3,0.5,5
"25966","kevinsaozitao",12,2,2,1,10
"25967","Kevinstar63",3.5,4,3,0.75,8
"25968","KevinTbone",1.5,8,2,0.25,3
"25969","kevinyst",6,11,11,1,10
"25970","kevinzzz123",7,1,1,1,10
"25971","KevKix",2.5,24,12,0.5,5
"25972","kevo",3,63,35,0.555555555555556,6
"25973","kevoofvi",2,7,3,0.428571428571429,5
"25974","Kevs_sama",2,1,0,0,1
"25975","KevSan",5.5,4,4,1,10
"25976","Kevskies",5,33,29,0.878787878787879,9
"25977","kevtaur",4,4,3,0.75,8
"25978","kevthefast",2.5,18,9,0.5,5
"25979","kevtie",4,1,1,1,10
"25980","Kewee",6,1,1,1,10
"25981","Kewin888",3,5,3,0.6,6
"25982","Keww",2,1,0,0,1
"25983","Kexmix",1.5,2,0,0,1
"25984","kexxrulz",24,1,1,1,10
"25985","KeyanHeavenly",2,17,6,0.352941176470588,4
"25986","keyblade499",3,14,8,0.571428571428571,6
"25987","KeyBoard2ND",2,3,1,0.333333333333333,4
"25988","Keychain",8,3,2,0.666666666666667,7
"25989","Keyholic",1,6,1,0.166666666666667,2
"25990","keyi",2.5,2,1,0.5,5
"25991","Keyira",3,13,8,0.615384615384615,7
"25992","KeyKo",2,11,4,0.363636363636364,4
"25993","KeyMaster72",4,5,5,1,10
"25994","Keyofcookie",2.5,2,1,0.5,5
"25995","Keyota14",9.5,6,5,0.833333333333333,9
"25996","Keyoxz",2,6,1,0.166666666666667,2
"25997","keySL",5,3,3,1,10
"25998","KeySoryu",7,3,3,1,10
"25999","KeytaNamikawa",6,1,1,1,10
"26000","keyu",2,13,6,0.461538461538462,5
"26001","keyvoker",14,1,1,1,10
"26002","keyzee",3.5,10,6,0.6,6
"26003","Kezehh",1,1,0,0,1
"26004","KezraPlanes",2,1,0,0,1
"26005","Kezzie",4,31,19,0.612903225806452,7
"26006","kf834mf0a6go27fh",10,2,2,1,10
"26007","kfdz277",2,3,1,0.333333333333333,4
"26008","kferb08",4,3,3,1,10
"26009","Kfjatu",2,3,1,0.333333333333333,4
"26010","KGo",2,33,13,0.393939393939394,4
"26011","kgrafyx",24,1,1,1,10
"26012","Kgt0516",4,17,11,0.647058823529412,7
"26013","KGTM",5,2,2,1,10
"26014","kgutie6",1,2,0,0,1
"26015","kh_o_dor2",2,2,1,0.5,5
"26016","kh29825",1,1,0,0,1
"26017","Kha",7,4,3,0.75,8
"26018","khadzeeh",2,1,0,0,1
"26019","Khafidzin",2,1,0,0,1
"26020","KhaH",2.5,4,2,0.5,5
"26021","Khahxm",6.5,10,8,0.8,8
"26022","Khai",2,21,10,0.476190476190476,5
"26023","KhakiBlueSocks",4,13,8,0.615384615384615,7
"26024","KhalAli",3,1,1,1,10
"26025","Khalan",4,49,38,0.775510204081633,8
"26026","khalan_",4,1,1,1,10
"26027","khaled88",3,10,7,0.7,7
"26028","khaled9",2,14,4,0.285714285714286,3
"26029","Khaleel",3,3,2,0.666666666666667,7
